Action,Customer ID,Campaign,Ad group,Status,Ad group type
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Kilmaurs Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Crookedholm Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Catrine Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Muirkirk Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Troon Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Kilwinning Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Kilmarnock - Dreghorn Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Flat Tyre Call,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Town Centre Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Prestwick Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Alloway Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Maybole Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Girvan Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Troon Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Seafield Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Newton on Ayr Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Doonfoot Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Whitletts Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Lochside Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Mossblown Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Coylton Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Dalrymple Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Monkton Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Symington Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Dailly Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Minishant Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Annbank Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Ayr - Dundonald Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Flat Tyre Call,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Town Centre Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Kilwinning Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Saltcoats Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Ardrossan Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Stevenston Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Largs Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Dalry Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Beith Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - West Kilbride Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Fairlie Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Skelmorlie Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Dreghorn Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Springside Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Bourtreehill Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Girdle Toll Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Perceton Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Eglinton Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Millport Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Glengarnock Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Irvine - Barrmill Emergency,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M8 Glasgow Edinburgh - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M74 Glasgow Carlisle - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M77 Glasgow Ayrshire - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M80 Glasgow Stirling - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M9 Edinburgh Stirling - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,M90 Fife Perth - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A9 Perth Inverness - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A90 Dundee Aberdeen - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A82 Glasgow Fort William - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A77 Glasgow Ayr Stranraer - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A75 Dumfries Stranraer - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,A1 Edinburgh Borders - Roadside Tyres,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Aberdeen - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Stonehaven - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Forfar - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Arbroath - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Montrose - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Alloa - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Grangemouth - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Larbert - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Denny - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Troon - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Prestwick - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Galashiels - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Hawick - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Peebles - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Inverness - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Aviemore - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Fort William - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Nairn - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Elgin - Emergency 24-7,Enabled,
Add,242-715-2166,TR Search Emergency Scotland Mainland,Dingwall - Emergency 24-7,Enabled,
